hotel_name,district,address,city,property_type,verification_status,source_authority,source_url,last_source_review,hotel_name_ar,hotel_name_en,bilingual_name_method
Tabba Residential suites اجنحه طابه السكنيه,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,اجنحه طابه السكنيه,Tabba Residential suites,Bilingual source row
Nawa Almadina Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,فندق نوى المادينا,Nawa Almadina Hotel,OTA English + standardized Arabic
Anter Elzahaby Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,فندق عنتر الذهبي,Anter Elzahaby Hotel,OTA English + standardized Arabic
Zaha Al-medina,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,فندق زها المدينة,Zaha Al-medina,OTA English + standardized Arabic
The Biltmore Madinah,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,فندق ذا بلتمور المدينة,The Biltmore Madinah,OTA English + standardized Arabic
ONARA STAY HOTEL,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,فندق أونارا ستاي,ONARA STAY HOTEL,OTA English + standardized Arabic
Azar Al Salam Apartments,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,شقق ازار السلام,Azar Al Salam Apartments,OTA English + standardized Arabic
Sama Al Khair,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,سما الخير,Sama Al Khair,OTA English + standardized Arabic
Diamond corners Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,فندق دايموند كورنرز,Diamond corners Hotel,OTA English + standardized Arabic
Reef Alsharq Serviced Apartments,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,شقق مخدومة ريف الشارك,Reef Alsharq Serviced Apartments,OTA English + standardized Arabic
Balensia Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,فندق بلنسية المدينة,Balensia Hotel,OTA English + standardized Arabic
Dan Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,فندق دان,Dan Hotel,OTA English + standardized Arabic
Aknan Al Munawarah Serviced Apartments,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,شقق مخدومة أكنان المنورة,Aknan Al Munawarah Serviced Apartments,OTA English + standardized Arabic
Platinum The First,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,فندق بلاتينيوم الأول,Platinum The First,OTA English + standardized Arabic
Dar Al Eiman Ohud,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,دار الإيمان أحد,Dar Al Eiman Ohud,OTA English + standardized Arabic
Hotel SDU Boutique Al Madinah,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,فندق سدو بوتيك المدينة,Hotel SDU Boutique Al Madinah,OTA English + standardized Arabic
Salsbil alzahbi hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,فندق سلسبيل الذهبي,Salsbil alzahbi hotel,OTA English + standardized Arabic
Odst Al Madinah,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,فندق أودست المدينة,Odst Al Madinah,OTA English + standardized Arabic
Ansam Taiba Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,فندق أنسام طيبة,Ansam Taiba Hotel,OTA English + standardized Arabic
Maden Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,فندق مادن المدينة,Maden Hotel,OTA English + standardized Arabic
manzil uhud 2,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,منزل أحد 2,manzil uhud 2,OTA English + standardized Arabic
gelnar alraqi,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,جلنار الراكي,gelnar alraqi,OTA English + standardized Arabic
Hayah Salam Silver Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,فندق حياة السلام سيلفر,Hayah Salam Silver Hotel,OTA English + standardized Arabic
Al-mukhtara Tower - Economy,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,المختارة تاور يكونومي,Al-mukhtara Tower - Economy,OTA English + standardized Arabic
Rawdat Al Mukhtara Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,فندق روضة المختارة,Rawdat Al Mukhtara Hotel,OTA English + standardized Arabic
Vatoran Hotel 2,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,فندق فاتوران 2,Vatoran Hotel 2,OTA English + standardized Arabic
Surestay By Best Western Madinah,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,شورستاي باي بست ويسترن المدينة,Surestay By Best Western Madinah,OTA English + standardized Arabic
Sidrathul Aaliya Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,فندق سيدراثول االييا,Sidrathul Aaliya Hotel,OTA English + standardized Arabic
Al Mustarah Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,فندق المستراح,Al Mustarah Hotel,OTA English + standardized Arabic
Hampton By Hilton Madinah Central District,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,هامبتون من هيلتون المدينة سنترال ديستريكت,Hampton By Hilton Madinah Central District,OTA English + standardized Arabic
Madinah Ma Venpick Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,فندق المدينة ما فنبيك,Madinah Ma Venpick Hotel,OTA English + standardized Arabic
LECHAL,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,ليشال,LECHAL,OTA English + standardized Arabic
Y Platinum Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,فندق ي بلاتينيوم,Y Platinum Hotel,OTA English + standardized Arabic
GOSONA LBASIKA HOTEL,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,فندق قصونا لباسيكا,GOSONA LBASIKA HOTEL,OTA English + standardized Arabic
Wings of the desert resting place,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,وينجز وف ذا الصحراء استراحة بليس,Wings of the desert resting place,OTA English + standardized Arabic
8Points Hotel - Al Salam 2,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,فندق 8 بوينتس السلام 2,8Points Hotel - Al Salam 2,OTA English + standardized Arabic
Zowar International Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,فندق زوار إنترناشيونال,Zowar International Hotel,OTA English + standardized Arabic
Dar Al Eshaal Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,فندق دار ال يشاال,Dar Al Eshaal Hotel,OTA English + standardized Arabic
MEHAD MADINAH QUBA,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,ميهاد المدينة قباء,MEHAD MADINAH QUBA,OTA English + standardized Arabic
Nour Al Raqia Suites,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,أجنحة نور الراقية,Nour Al Raqia Suites,OTA English + standardized Arabic
Beyond Limits hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21,فندق بيوند ليمتس,Beyond Limits hotel,OTA English + standardized Arabic
VALY Al-Madinah Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21,فندق فالِي المدينة,VALY Al-Madinah Hotel,OTA English + standardized Arabic
View Al Madinah Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21,فندق فيو المدينة,View Al Madinah Hotel,OTA English + standardized Arabic
MADEN Taiba HOTEL,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21,فندق مادن طيبة,MADEN Taiba HOTEL,OTA English + standardized Arabic
Elite Alnokhba - Alkhalidiyyah,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21,إيليت النوخبا الخاليدييياه,Elite Alnokhba - Alkhalidiyyah,OTA English + standardized Arabic
Nozol Royal Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21,فندق نزل رويال,Nozol Royal Hotel,OTA English + standardized Arabic
Al Muna Kareem Hotel- EX LEADER,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21,فندق ال منى كريم يكس ليدير,Al Muna Kareem Hotel- EX LEADER,OTA English + standardized Arabic
Emaar Elite Al Madina Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21,فندق إعمار إيليت المدينة,Emaar Elite Al Madina Hotel,OTA English + standardized Arabic
فندق روح المدينة,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21,فندق روح المدينة,Rwh Madinah Hotel,Standardized transliteration
نزل الاوائل,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21,نزل الاوائل,Nozol Al Awael Hotel,Standardized transliteration
فندق رؤى الاندلس البلاتيني - Roaa Alandalus Platinum Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21,فندق رؤى الاندلس البلاتيني,Roaa Alandalus Platinum Hotel,Bilingual source row
Afaq Al Salam Al Zahabi Hotel Ex Riyadh Al Madinah Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21,فندق افاك السلام الذهبي يكس ريياده المدينة,Afaq Al Salam Al Zahabi Hotel Ex Riyadh Al Madinah Hotel,OTA English + standardized Arabic
أصالة الألماسة,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21,أصالة الألماسة,Asala Al Almasa Hotel,Standardized transliteration
Diyar Altaqwa Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21,فندق ديار التاكوا,Diyar Altaqwa Hotel,OTA English + standardized Arabic
فندق قصر الاندلس الذهبي - Alandalus Golden Palace Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21,فندق قصر الاندلس الذهبي,Alandalus Golden Palace Hotel,Bilingual source row
Bosphorus Hotel Medina,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21,فندق البسفور المدينة,Bosphorus Hotel Medina,OTA English + standardized Arabic
The Venue Al Harithia Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21,فندق فينيو الحارثية,The Venue Al Harithia Hotel,OTA English + standardized Arabic
Bosphorus Hotel Waqf Safi,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21,فندق البسفور وقف سافي,Bosphorus Hotel Waqf Safi,OTA English + standardized Arabic
SAJA By Warwick Madinah Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21,فندق سجى باي وارويك المدينة,SAJA By Warwick Madinah Hotel,OTA English + standardized Arabic
Quba luxury,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21,قباء لاكجري,Quba luxury,OTA English + standardized Arabic
Park Plus Served Apartments,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21,شقق بارك بلس سيرفيد,Park Plus Served Apartments,OTA English + standardized Arabic
Quba Suites نزل قباء,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21,نزل قباء,Quba Suites,Bilingual source row
Park Al Madinah Serviced Apartments,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21,شقق مخدومة بارك المدينة,Park Al Madinah Serviced Apartments,OTA English + standardized Arabic
Quba Peace سلام قباء,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21,سلام قباء,Quba Peace,Bilingual source row
Manazel Marez for serviced apartments,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21,شقق مخدومة منازل ماريز فور,Manazel Marez for serviced apartments,OTA English + standardized Arabic
Quba View-شقق قباء,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21,شقق قباء,Quba View,Bilingual source row
ELEGANT SERVICED APARTMENTS,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21,شقق مخدومة إليجانت,ELEGANT SERVICED APARTMENTS,OTA English + standardized Arabic
Qurban Al Madina Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21,فندق قربان المدينة,Qurban Al Madina Hotel,OTA English + standardized Arabic
Diyar AlSaliheen Serviced Apartments,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21,شقق مخدومة ديار الساليهين,Diyar AlSaliheen Serviced Apartments,OTA English + standardized Arabic
Quba Al-Majidiah - قباء الماجدية,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21,قباء الماجدية,Quba Al Majidiah,Bilingual source row
alfakhama almasia Serviced Apartments,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21,شقق مخدومة الفاخاما الماسيا,alfakhama almasia Serviced Apartments,OTA English + standardized Arabic
AbdulAziz Suites Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21,أجنحة عبدالعزيز,AbdulAziz Suites Hotel,OTA English + standardized Arabic
Ruve Al Madinah Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21,فندق روف المدينة,Ruve Al Madinah Hotel,OTA English + standardized Arabic
